Analytes	Cluster	Degree
glycoursodeoxycholate	0	280
3-acetylphenol sulfate	2	280
glycodeoxycholate 3-sulfate	0	280
3-hydroxyhippurate sulfate	1	280
"bilirubin (Z,Z)"	1	279
"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*"	1	279
o-cresol sulfate	0	278
"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*"	1	278
gamma-glutamylcitrulline*	1	278
montelukast	1	278
trans-4-hydroxyproline	1	277
1-arachidonylglycerol (20:4)	1	277
N-acetyl-2-aminooctanoate*	1	277
butyrylcarnitine (C4)	1	276
2-ketocaprylate	2	276
gamma-glutamylglutamine	1	275
paraxanthine	1	275
cyclo(gly-pro)	2	275
arachidoylcarnitine (C20)*	1	275
1-linoleoylglycerol (18:2)	1	274
verapamil	1	273
"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*"	1	273
alpha-hydroxyisocaproate	0	272
2'-O-methylcytidine	1	272
phenylacetylcarnitine	0	271
erucate (22:1n9)	1	270
malonylcarnitine	0	270
quetiapine	1	270
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*	1	270
1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*	1	269
"2,3-dihydroxypyridine"	2	268
octadecenedioylcarnitine (C18:1-DC)*	1	268
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*	1	268
Gliclazide	1	268
adenosine 5'-diphosphate (ADP)	2	267
glutarate (C5-DC)	1	267
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	1	267
2-oxoarginine*	2	267
isoleucylglycine	1	267
arabinose	1	266
N-linoleoyltaurine*	1	266
salicyluric glucuronide*	0	265
7-methylxanthine	2	265
cis-4-decenoylcarnitine (C10:1)	1	265
4-methylcatechol sulfate	2	265
glyco-beta-muricholate**	0	265
"2,3-diphosphoglycerate"	1	264
"androstenediol (3alpha, 17alpha) monosulfate (2)"	1	264
pregnenediol sulfate (C21H34O5S)*	0	264
1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*	1	264
"5alpha-androstan-3beta,17beta-diol monosulfate (2)"	1	263
octadecanedioylcarnitine (C18-DC)*	1	263
octadecadienedioate (C18:2-DC)*	1	263
3-hydroxydecanoylcarnitine	1	262
adenosine	1	261
17alpha-hydroxypregnenolone 3-sulfate	0	260
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*	1	260
3-(cystein-S-yl)acetaminophen*	1	259
alliin	1	259
isoeugenol sulfate	2	259
arachidonoylcarnitine (C20:4)	1	259
"N,N-dimethyl-5-aminovalerate"	0	259
ectoine	1	258
gamma-glutamyl-epsilon-lysine	1	256
epiandrosterone sulfate	1	256
cysteine sulfinic acid	0	256
nonanoylcarnitine (C9)	1	256
"cis-3,4-methyleneheptanoylcarnitine"	1	256
3-methylxanthine	1	255
taurodeoxycholate	0	253
"3beta,7alpha-dihydroxy-5-cholestenoate"	1	253
linoleoylcarnitine (C18:2)*	1	253
N-acetyl-aspartyl-glutamate (NAAG)	1	252
hydroxy-CMPF*	1	252
"androstenediol (3beta,17beta) disulfate (2)"	0	251
4-cholesten-3-one	1	251
L-urobilin	1	251
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*	1	251
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	1	250
acetoacetate	1	249
N-linoleoylglycine	1	249
thymol sulfate	1	249
succinoyltaurine	1	249
4-hydroxycoumarin	2	248
cholate	0	247
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	1	247
andro steroid monosulfate C19H28O6S (1)*	0	247
"N,N-dimethylalanine"	1	247
1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)	1	246
beta-hydroxyisovaleroylcarnitine	1	245
pregnenetriol sulfate*	0	245
taurocholenate sulfate*	1	244
"5alpha-pregnan-3beta,20beta-diol monosulfate (1)"	1	244
sertraline	1	243
N-acetylhistamine	1	243
2-methoxyacetaminophen glucuronide*	1	242
enterolactone sulfate	2	242
docosatrienoate (22:3n3)	1	241
N-acetyl-cadaverine	1	241
5-hydroxyhexanoate	0	240
deoxycarnitine	1	240
"androstenediol (3alpha, 17alpha) monosulfate (3)"	2	240
"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*"	1	240
2-linoleoylglycerol (18:2)	1	239
"5alpha-pregnan-3beta,20alpha-diol disulfate"	0	239
21-hydroxypregnenolone monosulfate (1)	1	239
deoxycholic acid 12-sulfate*	1	239
"5alpha-androstan-3alpha,17beta-diol monosulfate (1)"	1	238
leucylglycine	1	238
arachidate (20:0)	1	237
ursodeoxycholate	0	237
lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)	0	237
"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)"	0	236
2-hydroxyglutarate	1	236
succinate	1	234
threonine	1	234
3-(N-acetyl-L-cystein-S-yl) acetaminophen	1	234
glycohyocholate	0	233
valsartan	1	233
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**	1	233
xylose	2	232
4-acetamidophenol	1	232
4-oxo-retinoic acid	1	229
Fibrinopeptide A (3-16)**	1	229
GGT	0	228
cotinine N-oxide	1	228
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*	0	228
2-methylserine	1	228
N-behenoyl-sphingadienine (d18:2/22:0)*	1	228
pregnenetriol disulfate*	0	228
tartronate (hydroxymalonate)	1	226
"1,2,3-benzenetriol sulfate (1)"	0	226
"3,7-dimethylurate"	1	225
hexadecasphingosine (d16:1)*	1	225
"cys-gly, oxidized"	1	224
"androstenediol (3beta,17beta) disulfate (1)"	0	224
decadienedioic acid (C10:2-DC)**	1	224
2-methoxyacetaminophen sulfate*	1	223
linoleoyl ethanolamide	1	223
glycoursodeoxycholic acid sulfate (1)	0	223
genistein sulfate*	1	222
4-acetamidophenylglucuronide	1	221
1-stearoyl-GPS (18:0)*	1	221
acesulfame	1	221
sphingomyelin (d18:2/24:2)*	1	220
4-acetaminophen sulfate	1	219
2-hydroxyacetaminophen sulfate*	1	219
theophylline	1	218
guanidinosuccinate	1	217
16a-hydroxy DHEA 3-sulfate	0	217
N-acetyl-3-methylhistidine*	1	217
nornicotine	1	217
3-hydroxycotinine glucuronide	1	217
levulinoylcarnitine	1	217
guanidinoacetate	1	216
2-naphthol sulfate	2	216
3-(methylthio)acetaminophen sulfate*	1	215
2-arachidonoylglycerol (20:4)	1	214
palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*	1	213
N-formylphenylalanine	2	211
norcotinine	1	210
"5,6-dihydrouracil"	1	209
hydrochlorothiazide	1	209
2-hydroxylaurate	0	209
5alpha-pregnan-diol disulfate	2	208
taurodeoxycholic acid 3-sulfate	2	208
methylnaphthyl sulfate (1)*	2	208
propionylglycine	0	207
"androstenediol (3beta,17beta) monosulfate (1)"	1	207
androsterone sulfate	1	206
trimethylamine N-oxide	1	206
21-hydroxypregnenolone disulfate	0	205
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*	1	205
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	1	204
propyl 4-hydroxybenzoate sulfate	1	204
glucuronide of C10H18O2 (7)*	1	204
undecanedioate (C11-DC)	0	203
Fibrinopeptide B (1-13)**	1	203
serine	1	202
choline phosphate	0	201
cysteine	0	201
histidine betaine (hercynine)*	1	201
dimethyl sulfone	0	201
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*	1	201
lanthionine	2	200
phosphate	1	199
anthranilate	1	198
"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*"	0	197
"1,2-dilinoleoyl-GPC (18:2/18:2)"	1	196
HDL	1	194
isovalerylglycine	2	194
S-methylcysteine sulfoxide	1	194
retinal	2	193
GlcNAc sulfate conjugate of C21H34O2 steroid**	0	193
glycine	1	192
histidine	1	192
theobromine	1	192
gamma-glutamylalanine	0	191
glycine conjugate of C10H14O2 (1)*	1	188
creatine	1	186
S-methylcysteine	1	186
sulfate of piperine metabolite C18H21NO3 (1)*	1	184
dehydroepiandrosterone sulfate (DHEA-S)	0	183
carnitine	1	181
13-HODE + 9-HODE	1	181
"1,5-anhydroglucitol (1,5-AG)"	1	179
N-acetylasparagine	1	179
isoursodeoxycholate	1	179
TSH	1	178
"bilirubin (E,E)*"	1	178
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*	1	178
2'-O-methyluridine	1	178
phenylalanylhydroxyproline*	1	178
ADAS-COG	1	177
ergothioneine	1	177
3-methylglutaconate	1	177
glucuronide of piperine metabolite C17H21NO3 (5)*	1	177
N1-Methyl-2-pyridone-5-carboxamide	1	176
3-hydroxyhippurate	1	176
eicosenedioate (C20:1-DC)*	0	176
glucuronide of C10H18O2 (1)*	1	175
"cis-3,4-methyleneheptanoate"	0	175
HCT	0	174
oxalate (ethanedioate)	1	174
uracil	1	173
3-methylcytidine	1	173
2-aminooctanoate	0	170
cotinine	0	169
1-methylnicotinamide	1	168
butyrylglycine	1	168
stachydrine	1	167
Height	0	166
methylsuccinate	0	165
sulfate of piperine metabolite C16H19NO3 (3)*	1	164
glycerate	1	162
4-imidazoleacetate	0	162
citalopram/escitalopram	1	162
sulfate of piperine metabolite C16H19NO3 (2)*	1	161
4-methylnonanoylcarnitine	1	161
oxindolylalanine	1	161
tartarate	0	160
adenosine 5'-diphosphoribose (ADP-ribose)	1	159
desmethylcitalopram*	1	159
alpha-hydroxyisovalerate	1	158
hydroxycotinine	0	158
citalopram propionate*	1	158
piperine	1	157
ethyl glucuronide	1	157
valylglycine	1	157
Sodium	1	156
Total Bilirubin	0	156
glucuronide of piperine metabolite C17H21NO3 (3)*	1	156
HB	0	155
3-(4-hydroxyphenyl)propionate	0	155
Fibrinopeptide A*	1	154
3-(3-hydroxyphenyl)propionate sulfate	1	154
methyl glucopyranoside (alpha + beta)	2	154
delta-CEHC	2	154
sulfate of piperine metabolite C18H21NO3 (3)*	1	154
HbA1c	0	153
gamma-CEHC	1	153
3-methylhistidine	1	152
2-oxindole-3-acetate	1	152
ethyl beta-glucopyranoside	1	152
"androstenediol (3beta,17beta) monosulfate (2)"	1	151
3-hydroxystachydrine*	1	151
Kalça Çevresi	1	149
Monocyte. Absolute	0	148
eicosanedioate (C20-DC)	1	147
"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*"	0	147
"Fibrinopeptide A, des-ala(1)*"	1	146
glucuronide of piperine metabolite C17H21NO3 (4)*	1	145
thioproline	0	144
cholic acid glucuronide	0	143
"Fibrinopeptide A, phosphono-ser(3)*"	1	142
glucuronide of C10H18O2 (8)*	1	142
taurine	1	141
Lymphocyte%	1	140
Glucose	0	140
nicotinate ribonucleoside	1	140
nicotinamide	1	139
sucralose	1	139
naringenin 7-glucuronide	1	139
N-methylhydroxyproline**	1	139
deoxycholic acid glucuronide	1	139
Eosinophil. Absolute	1	138
ALT	0	138
trans-urocanate	1	137
cysteine-glutathione disulfide	1	135
3-decenoylcarnitine	0	135
chiro-inositol	1	132
sarcosine	1	131
N-methylproline	1	131
7-ketodeoxycholate	0	130
3-(3-hydroxyphenyl)propionate	1	130
"2,2'-Methylenebis(6-tert-butyl-p-cresol)"	0	130
nicotinurate (nicotinoylglycine)	1	129
levulinate (4-oxovalerate)	1	128
3-sulfo-L-alanine	1	126
2-piperidinone	1	126
Albumin	1	123
Creatine Kinase (CK)	1	120
iminodiacetate (IDA)	1	119
Monocyte%	0	118
riboflavin (Vitamin B2)	0	115
Weight	0	113
heme	1	113
alpha-hydroxycaproate	1	113
indoleacetoylcarnitine*	1	111
hyocholate	0	105
4-hydroxy-2-oxoglutaric acid	1	105
RBC	0	104
N-methyltaurine	1	100
WBC	0	94
Neutrophil. Absolute	0	94
Urea (BUN)	0	94
BMI	0	90
Urolithin B glucuronide	1	87
Platelet	0	85
Neutrophil%	0	85
Mini  Mental	0	81
Bel Çevresi	0	80
Eosinophil%	1	78
Lymphocyte. Absolute	2	76
Basophil. Absolute	0	76
ALP	1	72
4-methylbenzenesulfonate	0	69
Basophil%	1	62
Potassium	0	59
AST	0	53
Nabız	0	51
ADCS-ADL	0	24
